date,Appliances,lights,T1,RH_1,T2,RH_2,T6,RH_6,T_out,RH_out,Windspeed,Visibility,Tdewpoint
2016-01-11 17:00:00,60,30,19.89,47.59666666666671,19.2,44.79,7.02666666666667,84.2566666666667,6.6,92.0,7.0,63.0,5.3
2016-01-11 17:10:00,60,30,19.89,46.69333333333329,19.2,44.7225,6.8333333333333295,84.06333333333329,6.48333333333333,92.0,6.66666666666667,59.16666666666669,5.2
2016-01-11 17:20:00,50,30,19.89,46.3,19.2,44.6266666666667,6.56,83.1566666666667,6.36666666666667,92.0,6.3333333333333295,55.33333333333329,5.1
2016-01-11 17:30:00,50,40,19.89,46.0666666666667,19.2,44.59,6.43333333333333,83.42333333333329,6.25,92.0,6.0,51.5,5.0
2016-01-11 17:40:00,60,40,19.89,46.33333333333329,19.2,44.53,6.36666666666667,84.8933333333333,6.133333333333329,92.0,5.66666666666667,47.66666666666669,4.9
2016-01-11 17:50:00,50,40,19.89,46.0266666666667,19.2,44.5,6.3,85.7666666666667,6.01666666666667,92.0,5.3333333333333295,43.83333333333329,4.8
2016-01-11 18:00:00,60,50,19.89,45.7666666666667,19.2,44.5,6.263333333333329,86.09,5.9,92.0,5.0,40.0,4.7
2016-01-11 18:10:00,60,50,19.8566666666667,45.56,19.2,44.5,6.19,86.42333333333329,5.91666666666667,91.8333333333333,5.16666666666667,40.0,4.68333333333333
2016-01-11 18:20:00,60,40,19.79,45.5975,19.2,44.433333333333294,6.1233333333333295,87.2266666666667,5.93333333333333,91.6666666666667,5.3333333333333295,40.0,4.66666666666667
2016-01-11 18:30:00,70,40,19.8566666666667,46.09,19.23,44.4,6.19,87.6266666666667,5.95,91.5,5.5,40.0,4.65
2016-01-11 18:40:00,230,70,19.9266666666667,45.863333333333294,19.3566666666667,44.4,6.19,87.8666666666667,5.96666666666667,91.3333333333333,5.66666666666667,40.0,4.633333333333329
2016-01-11 18:50:00,580,60,20.06666666666669,46.3966666666667,19.4266666666667,44.4,6.1233333333333295,87.9933333333333,5.98333333333333,91.1666666666667,5.8333333333333295,40.0,4.61666666666667
2016-01-11 19:00:00,430,50,20.1333333333333,48.0,19.56666666666669,44.4,6.1233333333333295,88.59,6.0,91.0,6.0,40.0,4.6
2016-01-11 19:10:00,250,40,20.26,52.7266666666667,19.73,45.1,6.0675,88.215,6.0,90.5,6.0,40.0,4.51666666666667
2016-01-11 19:20:00,100,10,20.4266666666667,55.893333333333295,19.8566666666667,45.83333333333329,5.9,88.1566666666667,6.0,90.0,6.0,40.0,4.43333333333333
2016-01-11 19:30:00,100,10,20.56666666666669,53.893333333333295,20.033333333333296,46.7566666666667,5.8,88.3666666666667,6.0,89.5,6.0,40.0,4.35
2016-01-11 19:40:00,90,10,20.73,52.66,20.1666666666667,47.223333333333294,5.72666666666667,88.15999999999998,6.0,89.0,6.0,40.0,4.26666666666667
2016-01-11 19:50:00,70,30,20.8566666666667,53.66,20.2,47.05666666666671,5.52666666666667,87.29999999999998,6.0,88.5,6.0,40.0,4.18333333333333
2016-01-11 20:00:00,80,30,20.89,51.19333333333329,20.2,46.33,5.3333333333333295,86.76,6.0,88.0,6.0,40.0,4.1
2016-01-11 20:10:00,140,40,20.89,49.8,20.2,46.0266666666667,5.3333333333333295,87.4633333333333,6.0,87.8333333333333,6.0,40.0,4.06666666666667
2016-01-11 20:20:00,120,20,20.89,48.433333333333294,20.2,45.7225,5.46666666666667,87.53,6.0,87.6666666666667,6.0,40.0,4.03333333333333
2016-01-11 20:30:00,190,40,20.963333333333296,47.6333333333333,20.26,45.53,5.5,86.9566666666667,6.0,87.5,6.0,40.0,4.0
2016-01-11 20:40:00,110,40,21.033333333333296,47.0633333333333,20.29,45.223333333333294,5.56,86.56333333333329,6.0,87.3333333333333,6.0,40.0,3.966666666666669
2016-01-11 20:50:00,110,40,21.1,46.59666666666671,20.3566666666667,44.963333333333296,5.6233333333333295,86.33,6.0,87.1666666666667,6.0,40.0,3.9333333333333296
2016-01-11 21:00:00,110,30,21.1333333333333,46.06,20.4266666666667,44.76,5.763333333333329,86.06333333333329,6.0,87.0,6.0,40.0,3.9
2016-01-11 21:10:00,110,20,21.2,45.8,20.5,44.76,5.65666666666667,85.59,5.93333333333333,87.1666666666667,6.0,40.0,3.86666666666667
2016-01-11 21:20:00,100,30,21.29,45.9,20.533333333333296,45.09,5.53,85.73,5.86666666666667,87.3333333333333,6.0,40.0,3.8333333333333295
2016-01-11 21:30:00,100,20,21.3566666666667,45.8266666666667,20.6666666666667,45.1633333333333,5.43333333333333,86.32666666666668,5.8,87.5,6.0,40.0,3.8
2016-01-11 21:40:00,100,20,21.39,45.69,20.7,45.06,5.5,86.59999999999998,5.73333333333333,87.6666666666667,6.0,40.0,3.766666666666671
2016-01-11 21:50:00,100,20,21.5,45.33333333333329,20.7,44.933333333333294,5.59,86.46666666666668,5.66666666666667,87.8333333333333,6.0,40.0,3.7333333333333294
2016-01-11 22:00:00,110,20,21.5,45.1266666666667,20.79,44.6333333333333,5.59,86.325,5.6,88.0,6.0,40.0,3.7
2016-01-11 22:10:00,400,20,21.533333333333296,44.9666666666667,20.79,44.36,5.65666666666667,86.2266666666667,5.65,87.8333333333333,6.16666666666667,40.0,3.716666666666669
2016-01-11 22:20:00,400,20,21.6,44.7666666666667,20.89,44.223333333333294,5.8333333333333295,85.7666666666667,5.7,87.6666666666667,6.3333333333333295,40.0,3.7333333333333294
2016-01-11 22:30:00,390,30,21.6,44.56,20.963333333333296,43.963333333333296,5.9,85.0333333333333,5.75,87.5,6.5,40.0,3.75
2016-01-11 22:40:00,240,20,21.6,44.36,21.0,43.83333333333329,6.0,84.1266666666667,5.8,87.3333333333333,6.66666666666667,40.0,3.766666666666671
2016-01-11 22:50:00,60,20,21.6,44.2,21.0,43.7,6.0,84.06,5.85,87.1666666666667,6.8333333333333295,40.0,3.7833333333333297
2016-01-11 23:00:00,60,20,21.6,44.2,21.0,43.59,5.96666666666667,84.79,5.9,87.0,7.0,40.0,3.8
2016-01-11 23:10:00,60,20,21.6,44.2,21.0,43.59,5.9,85.5966666666667,5.8,87.8333333333333,6.8333333333333295,37.0,3.85
2016-01-11 23:20:00,50,10,21.6,44.2,21.0,43.7,5.763333333333329,86.26,5.7,88.6666666666667,6.66666666666667,34.0,3.9
2016-01-11 23:30:00,70,20,21.5,44.23,20.9266666666667,43.76,5.6233333333333295,86.59333333333329,5.6,89.5,6.5,31.0,3.95
2016-01-11 23:40:00,60,20,21.5,44.363333333333294,20.89,43.845,5.59,87.49666666666668,5.5,90.3333333333333,6.3333333333333295,28.0,4.0
2016-01-11 23:50:00,40,20,21.39,44.433333333333294,20.79,43.79,5.59,87.8966666666667,5.4,91.1666666666667,6.16666666666667,25.0,4.05
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.863333333333294,5.59,88.6333333333333,5.3,92.0,6.0,22.0,4.1
2016-01-12 00:10:00,30,20,21.29,44.8266666666667,20.7,44.0,5.53,89.0266666666667,5.26666666666667,92.0,6.0,25.0,4.06666666666667
2016-01-12 00:20:00,40,20,21.29,44.9666666666667,20.6333333333333,44.0,5.53,89.4,5.23333333333333,92.0,6.0,28.0,4.03333333333333
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,5.53,89.19333333333331,5.2,92.0,6.0,31.0,4.0
2016-01-12 00:40:00,310,10,21.2,45.09,20.6,44.09,5.4,89.4,5.16666666666667,92.0,6.0,34.0,3.966666666666669
2016-01-12 00:50:00,380,20,21.1666666666667,45.23,20.5,44.1266666666667,5.2,88.98999999999998,5.133333333333329,92.0,6.0,37.0,3.9333333333333296
2016-01-12 01:00:00,380,20,21.075,45.3725,20.5,44.2,4.86666666666667,89.06333333333329,5.1,92.0,6.0,40.0,3.9
2016-01-12 01:10:00,370,20,21.0,45.4,20.39,44.2,4.93333333333333,91.16,5.11666666666667,92.0,5.8333333333333295,40.0,3.9166666666666714
2016-01-12 01:20:00,120,10,21.0,45.59,20.39,44.26,5.0,91.43333333333328,5.133333333333329,92.0,5.66666666666667,40.0,3.9333333333333296
2016-01-12 01:30:00,50,0,20.9266666666667,45.59,20.29,44.29,4.86666666666667,91.26,5.15,92.0,5.5,40.0,3.95
2016-01-12 01:40:00,40,0,20.89,45.66666666666671,20.23,44.29,4.72666666666667,91.59333333333328,5.16666666666667,92.0,5.3333333333333295,40.0,3.966666666666669
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,4.46666666666667,91.76,5.18333333333333,92.0,5.16666666666667,40.0,3.9833333333333294
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.4666666666667,4.3333333333333295,91.76,5.2,92.0,5.0,40.0,4.0
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,4.15666666666667,91.8333333333333,5.133333333333329,92.0,4.8333333333333295,40.0,3.9333333333333296
2016-01-12 02:20:00,50,0,20.7,46.26,20.1,44.59,4.15666666666667,92.5666666666667,5.06666666666667,92.0,4.66666666666667,40.0,3.86666666666667
2016-01-12 02:30:00,50,0,20.7,46.2,20.0,44.433333333333294,4.3333333333333295,93.53,5.0,92.0,4.5,40.0,3.8
2016-01-12 02:40:00,40,0,20.6,46.2,20.0,44.5,4.3333333333333295,93.32333333333328,4.93333333333333,92.0,4.3333333333333295,40.0,3.7333333333333294
2016-01-12 02:50:00,40,0,20.6,46.1266666666667,20.0,44.5,4.19,93.1266666666667,4.86666666666667,92.0,4.16666666666667,40.0,3.6666666666666714
2016-01-12 03:00:00,30,0,20.56666666666669,46.0666666666667,19.89,44.59,4.06333333333333,92.8666666666667,4.8,92.0,4.0,40.0,3.6
2016-01-12 03:10:00,20,0,20.5,46.2,19.82333333333329,44.53,3.8633333333333297,92.96666666666668,4.81666666666667,92.1666666666667,4.3333333333333295,40.0,3.6333333333333298
2016-01-12 03:20:00,20,0,20.5,46.29,19.79,44.53,3.79,93.09333333333328,4.8333333333333295,92.3333333333333,4.66666666666667,40.0,3.6666666666666714
2016-01-12 03:30:00,40,0,20.4266666666667,46.23,19.79,44.53,3.895,94.045,4.85,92.5,5.0,40.0,3.7
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,4.19,94.6566666666667,4.86666666666667,92.6666666666667,5.3333333333333295,40.0,3.7333333333333294
2016-01-12 03:50:00,50,0,20.39,46.363333333333294,19.7,44.59,4.263333333333329,94.79666666666668,4.883333333333329,92.8333333333333,5.66666666666667,40.0,3.766666666666671
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,4.463333333333329,95.03,4.9,93.0,6.0,40.0,3.8
2016-01-12 04:10:00,50,0,20.29,46.545,19.6333333333333,44.6266666666667,4.59,95.03,4.91666666666667,92.6666666666667,5.8333333333333295,40.0,3.766666666666671
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,4.72666666666667,94.8666666666667,4.93333333333333,92.3333333333333,5.66666666666667,40.0,3.7333333333333294
2016-01-12 04:30:00,40,0,20.2,46.433333333333294,19.6,44.59,4.8,94.7266666666667,4.95,92.0,5.5,40.0,3.7
2016-01-12 04:40:00,40,0,20.2,46.56,19.56666666666669,44.7,4.8,94.49333333333328,4.96666666666667,91.6666666666667,5.3333333333333295,40.0,3.6666666666666714
2016-01-12 04:50:00,60,0,20.1666666666667,46.363333333333294,19.5,44.7,4.8,94.2266666666667,4.98333333333333,91.3333333333333,5.16666666666667,40.0,3.6333333333333298
2016-01-12 05:00:00,50,0,20.1,46.363333333333294,19.5,44.79,4.8,94.1266666666667,5.0,91.0,5.0,40.0,3.6
2016-01-12 05:10:00,50,0,20.1,46.5,19.4266666666667,44.73,4.8,94.0,4.98333333333333,91.6666666666667,4.8333333333333295,40.0,3.6833333333333296
2016-01-12 05:20:00,40,0,20.033333333333296,46.36,19.39,44.73,4.763333333333329,93.56333333333328,4.96666666666667,92.3333333333333,4.66666666666667,40.0,3.766666666666671
2016-01-12 05:30:00,40,0,20.0,46.29,19.39,44.79,4.763333333333329,94.02333333333328,4.95,93.0,4.5,40.0,3.85
2016-01-12 05:40:00,40,0,20.0,46.29,19.39,44.79,4.8333333333333295,94.7266666666667,4.93333333333333,93.6666666666667,4.3333333333333295,40.0,3.9333333333333296
2016-01-12 05:50:00,40,0,20.0,46.23,19.39,44.79,4.8333333333333295,95.0,4.91666666666667,94.3333333333333,4.16666666666667,40.0,4.01666666666667
2016-01-12 06:00:00,50,0,19.9266666666667,46.23,19.29,44.9,4.9,95.53,4.9,95.0,4.0,40.0,4.1
2016-01-12 06:10:00,70,10,19.89,46.23,19.29,44.925,4.9975,95.82,4.93333333333333,94.6666666666667,4.16666666666667,38.16666666666669,4.1
2016-01-12 06:20:00,40,0,19.89,46.43,19.29,45.0,5.09,96.03,4.96666666666667,94.3333333333333,4.3333333333333295,36.33333333333329,4.1
2016-01-12 06:30:00,30,0,19.89,46.6266666666667,19.29,45.1266666666667,5.0,95.9,5.0,94.0,4.5,34.5,4.1
2016-01-12 06:40:00,20,10,19.89,46.7,19.218,45.2,5.0,95.96666666666668,5.03333333333333,93.6666666666667,4.66666666666667,32.66666666666669,4.1
2016-01-12 06:50:00,30,0,19.89,46.863333333333294,19.2,45.245,4.96666666666667,95.93333333333328,5.06666666666667,93.3333333333333,4.8333333333333295,30.8333333333333,4.1
2016-01-12 07:00:00,40,10,19.82333333333329,46.863333333333294,19.2,45.363333333333294,4.9,95.93333333333328,5.1,93.0,5.0,29.0,4.1
2016-01-12 07:10:00,50,10,19.8566666666667,46.93,19.2,45.4,4.93333333333333,96.09,5.1,92.6666666666667,5.0,30.8333333333333,4.05
2016-01-12 07:20:00,60,20,19.79,46.79,19.2,45.3266666666667,4.93333333333333,96.09,5.1,92.3333333333333,5.0,32.66666666666669,4.0
2016-01-12 07:30:00,60,20,19.79,46.895,19.175,45.195,5.0,96.09,5.1,92.0,5.0,34.5,3.95
2016-01-12 07:40:00,70,20,19.79,47.4266666666667,19.1,45.03,5.0,96.09,5.1,91.6666666666667,5.0,36.33333333333329,3.9
